date,actual_return,actual_direction
2022-06-17 00:00:00-04:00,0.0102681091420218,1
2022-06-21 00:00:00-04:00,0.0150604960711044,1
2022-06-22 00:00:00-04:00,0.0225113897024978,1
2022-06-23 00:00:00-04:00,0.0200143186126913,1
2022-06-24 00:00:00-04:00,-0.0039944245207615,-1
2022-06-27 00:00:00-04:00,-0.0328571343024423,-1
2022-06-28 00:00:00-04:00,-0.0015277095433368,-1
2022-06-29 00:00:00-04:00,-0.0088161451485078,-1
2022-06-30 00:00:00-04:00,0.0127168133188169,1
2022-07-01 00:00:00-04:00,0.0259854229018403,1
2022-07-05 00:00:00-04:00,0.0137245146082947,1
2022-07-06 00:00:00-04:00,0.0137486214318077,1
2022-07-07 00:00:00-04:00,0.0028223789590108,1
2022-07-08 00:00:00-04:00,0.0006178773968341,1
2022-07-11 00:00:00-04:00,-0.0190037689029953,-1
2022-07-12 00:00:00-04:00,0.007622945088631,1
2022-07-13 00:00:00-04:00,0.0395611768657246,1
2022-07-14 00:00:00-04:00,0.0064095491420148,1
2022-07-15 00:00:00-04:00,-0.0187078194925923,-1
2022-07-18 00:00:00-04:00,0.0216334471564108,1
2022-07-19 00:00:00-04:00,0.0223662067386832,1
2022-07-20 00:00:00-04:00,0.0057604500567527,1
2022-07-21 00:00:00-04:00,-0.0088809301269215,-1
2022-07-22 00:00:00-04:00,-0.0113626905976305,-1
2022-07-25 00:00:00-04:00,0.0021018119286721,1
2022-07-26 00:00:00-04:00,0.0288372291796661,1
2022-07-27 00:00:00-04:00,0.027137360585147,1
2022-07-28 00:00:00-04:00,-0.0014266395213306,-1
2022-07-29 00:00:00-04:00,-0.0056520875774304,-1
2022-08-01 00:00:00-04:00,0.0046222874662208,1
2022-08-02 00:00:00-04:00,0.0321436849452434,1
2022-08-03 00:00:00-04:00,-0.0155009265533504,-1
2022-08-04 00:00:00-04:00,0.0193617879070457,1
2022-08-05 00:00:00-04:00,-0.0141250835745894,-1
2022-08-08 00:00:00-04:00,0.0223142406832544,1
2022-08-09 00:00:00-04:00,0.0141937609414679,1
2022-08-10 00:00:00-04:00,-0.0014111986554392,-1
